booking_id,hotel_type,lead_time_days,arrival_month,arrival_day,stays_weekend_nights,stays_week_nights,adults,children,booking_channel,deposit_type,customer_type,avg_daily_rate,special_requests,required_parking_spaces,previous_cancellations,previous_bookings_not_canceled,is_repeated_guest,is_canceled
fd50acf1-84ba-4c4b-acd1-9ed456ce899c,ResortHotel,212,3,22,6,4,2,0,TravelAgent,Refundable,Transient-Party,417.71,4,1,3,8,1,1
2e38af21-7c05-48b2-ba66-60ff04a1269c,ResortHotel,32,1,12,4,0,3,2,Direct,Refundable,Transient,205.89,5,0,4,10,1,0
d2475912-df24-41f1-be23-1329ebfb03eb,ResortHotel,113,12,16,4,1,4,3,Corporate,NoDeposit,Group,310.68,0,0,1,7,1,0
8bbc53c1-edd2-4aab-983a-d507481a67ce,ResortHotel,24,5,8,4,7,1,1,Online,NonRefund,Contract,147.37,3,1,4,2,0,0
0f5096a9-f904-4a14-a6b2-c069b18f029b,ResortHotel,212,4,7,5,5,1,2,Online,Refundable,Transient-Party,421.52,3,2,2,9,1,1
e8dc1838-634b-4a9c-a9ae-afce636adf33,ResortHotel,153,7,18,5,6,2,3,Corporate,NoDeposit,Transient,424.97,5,0,5,2,0,1
e38dd0b7-4037-42b3-b847-4bb75b8b3680,ResortHotel,330,4,3,13,1,2,2,TravelAgent,Refundable,Transient,180.21,0,0,1,1,0,1
d292b1d4-7298-413e-ad34-be7b355070bc,CityHotel,347,6,26,0,14,1,0,TravelAgent,NoDeposit,Contract,195.08,5,2,4,8,1,1
66780bc1-9899-4a39-ae5d-f2271470acb8,ResortHotel,71,1,10,4,3,4,3,Direct,NoDeposit,Group,59.19,3,2,2,0,0,0
2ae30dae-d1bc-408f-acea-f17e2a689b4f,CityHotel,79,3,25,4,3,4,2,Online,NoDeposit,Transient,60.06,3,1,5,7,1,0
be1af261-28a8-4e2d-b7d0-af0210d8496c,ResortHotel,288,5,24,9,1,4,1,Online,NoDeposit,Transient-Party,159.69,4,0,0,0,0,1
e6b018ff-b5f8-43ca-8d98-2cfa7b31756a,CityHotel,228,1,21,3,8,4,1,Corporate,NonRefund,Transient,473.82,5,1,3,7,1,1
6bae39c8-5fcd-4ae0-9935-105f56cfa89e,CityHotel,99,8,13,4,2,2,2,TravelAgent,NonRefund,Group,346.06,4,1,2,0,0,0
22c03ea5-551f-4800-a17a-3584d63fc9fa,ResortHotel,32,4,2,8,2,2,2,Online,Refundable,Group,156.54,1,1,0,5,1,0
d7f66550-cfb2-433c-b3f2-9a6103c954d8,CityHotel,52,10,21,1,8,1,1,Online,NoDeposit,Group,324.39,3,0,3,1,0,0
910d392f-3f1c-4a4b-a085-a97ca18ab772,CityHotel,51,11,7,6,6,1,1,Direct,Refundable,Group,367.96,3,1,1,1,0,0
e69ac5f3-8413-47b3-b756-795ade9ba5cd,ResortHotel,240,11,12,1,1,1,3,TravelAgent,Refundable,Group,141.23,2,2,0,3,1,0
b9728663-55d2-43c0-9f8c-3208cb724097,CityHotel,229,10,8,7,1,2,0,TravelAgent,NonRefund,Transient-Party,113.33,3,2,0,8,1,0
1b967bb3-1cc5-48c3-a00e-985a4e64de6d,CityHotel,24,5,19,1,6,1,3,Direct,Refundable,Transient-Party,395.42,1,1,5,9,1,0
9922e0e0-2c81-4936-8025-1a7abddc1d04,CityHotel,224,6,14,8,0,2,1,Direct,NonRefund,Contract,445.48,5,1,4,7,1,1
145a7859-6fd9-4272-a271-fe5a763c73f0,CityHotel,212,12,6,4,9,1,1,Online,NoDeposit,Group,260.34,4,0,2,3,1,1
eaf496a5-2656-48ad-8081-065b841050dd,CityHotel,17,3,26,4,1,1,2,TravelAgent,NonRefund,Transient,77.96,3,0,0,3,1,0
af3eff79-42f9-4d4e-be2a-1d9f3dc8204f,ResortHotel,282,11,7,9,0,4,2,TravelAgent,Refundable,Group,498.41,1,2,2,4,1,1
b2260618-f115-4eb1-a2ea-19cc73b4cef3,ResortHotel,289,7,25,1,8,4,0,Direct,NonRefund,Group,208.03,5,2,5,10,1,1
3c8a402e-9a70-4834-8c6d-eada46ee3ad6,CityHotel,66,1,11,3,3,2,2,Corporate,NonRefund,Transient-Party,379.6,2,2,1,5,1,0
bb8a36af-5908-42e8-b532-ebcc58e700c7,CityHotel,191,10,10,5,8,2,1,Corporate,Refundable,Contract,74.8,4,0,1,4,1,0
4981bac8-44a2-486e-9ee6-7e7e72a188bc,CityHotel,179,3,3,4,0,1,0,Corporate,Refundable,Transient-Party,400.38,5,1,5,10,1,1
8eac57bd-5b4d-48d2-ad07-606c9103b9cb,ResortHotel,283,12,20,0,1,2,3,Online,NonRefund,Transient-Party,222.37,0,0,0,10,1,0
f8220ee2-19ee-4830-a4d7-d26a705ccb7e,ResortHotel,227,4,19,11,2,4,3,TravelAgent,NonRefund,Transient-Party,486.27,0,1,1,1,0,0
a6dcaa7b-d38b-4534-b912-05bb7a0bdeb4,ResortHotel,315,7,12,8,4,2,3,Online,Refundable,Group,71.62,0,2,3,3,1,1
94fee997-1dbe-4f27-b2c7-d633d7e378dd,ResortHotel,203,1,17,3,4,4,0,Direct,NoDeposit,Transient-Party,256.13,1,1,2,9,1,1
026d2f0f-ca3a-40c1-ae10-fcc69d31a479,ResortHotel,50,12,5,14,0,2,1,Direct,Refundable,Group,61.61,1,0,1,7,1,0
b750a2f3-33be-4da8-82ee-92b0c770c64b,CityHotel,307,12,27,1,6,2,3,Direct,Refundable,Transient-Party,403.49,5,2,2,9,1,1
e8e6f75d-a2f8-4619-b4bd-abba33054c48,CityHotel,343,12,9,0,1,1,3,TravelAgent,Refundable,Transient-Party,61.48,5,0,1,7,1,0
1ec3ef2e-cc2e-4172-95d9-5cd18da99258,ResortHotel,141,9,28,5,4,3,1,Direct,NonRefund,Group,265,4,1,5,2,0,1
0c5936a3-2fa9-430b-89cc-379c4523b62c,CityHotel,330,4,5,6,0,2,1,Corporate,NonRefund,Transient,455.29,5,0,4,7,1,1
d70da100-b817-47cf-bac3-ff41c093facd,CityHotel,78,10,8,3,1,3,3,Direct,NonRefund,Transient,250.56,5,0,4,0,0,0
613934c6-9513-4715-b169-4db3aafde410,CityHotel,280,7,17,5,2,2,3,Online,NonRefund,Transient,404.5,3,0,4,0,0,1
170cf516-1102-4eb1-a1c7-180e8547c331,CityHotel,29,2,21,4,8,4,0,Direct,Refundable,Group,247.14,4,2,5,8,1,0
dfff09da-0c83-4044-bfa4-c1a806baeeff,ResortHotel,156,3,1,5,1,4,0,Corporate,Refundable,Transient-Party,181.35,3,2,5,5,1,1
6c258bc9-a5fb-480c-9cad-1ffbafffa505,CityHotel,15,6,4,6,7,2,0,Direct,NonRefund,Transient-Party,149.63,5,2,3,9,1,0
b14a9994-0186-423e-b852-a948de4df943,CityHotel,60,7,6,2,1,1,1,Direct,Refundable,Group,68.26,3,0,1,6,1,0
b89fde21-0f34-44b1-a5e3-513a10454714,ResortHotel,4,6,24,1,1,4,2,TravelAgent,NoDeposit,Transient,271.05,4,1,1,0,0,0
98209934-2ac7-45ef-83a5-d0c0b5a07741,ResortHotel,288,8,17,3,1,4,0,Direct,NoDeposit,Group,267.1,5,2,0,1,0,1
764fcf23-e00e-4f13-848a-bb18bef630b4,ResortHotel,349,10,24,2,2,3,2,Direct,Refundable,Transient,398.47,0,2,0,4,1,0
b23069a0-4d3c-48ab-ab5f-c85d40fef38f,CityHotel,164,7,20,4,4,4,0,Direct,NoDeposit,Transient-Party,324.97,4,0,3,10,1,1
08103aa1-8dcf-478c-8f0c-74b0a35b000b,CityHotel,27,9,28,1,2,1,0,Direct,NoDeposit,Contract,143.16,4,2,1,10,1,0
c246691e-b9f3-4481-a6e0-c4c2ff362511,ResortHotel,81,6,18,13,0,2,0,TravelAgent,NonRefund,Contract,464.37,3,2,2,6,1,0
10eabc7f-ea08-4c0b-bf17-7d803bb93650,ResortHotel,27,2,14,2,8,3,1,TravelAgent,NoDeposit,Group,311.12,1,2,2,6,1,1
51652c0c-78ad-4267-960c-aa477c1c9560,CityHotel,132,11,11,6,2,2,3,TravelAgent,NonRefund,Transient,402.82,2,1,3,3,1,1
2a616ec3-0b6c-44be-a29d-528d3118debc,ResortHotel,62,7,8,0,6,1,3,Online,NonRefund,Transient-Party,453.35,2,0,3,2,0,0
ece82b74-60a3-4243-ad4b-4fdb634de47f,ResortHotel,76,5,3,9,1,3,3,Online,NonRefund,Contract,152.37,3,0,1,10,1,0
7eeacc9f-0eac-4508-88f0-110b99b050ad,ResortHotel,172,9,8,2,0,1,0,Corporate,NoDeposit,Contract,475.69,1,1,5,8,1,1
3220e968-2a8b-4c8e-aca5-98d112f39914,CityHotel,126,10,24,1,0,1,3,Corporate,Refundable,Transient,169.38,1,1,5,2,0,0
39bd0559-068f-4de3-9fb5-64dc258c571d,ResortHotel,291,2,3,3,3,1,3,Corporate,NoDeposit,Transient-Party,485.77,4,1,3,9,1,1
4d54a4d8-9bca-4d59-a91e-ff48628eab52,CityHotel,313,1,21,7,3,2,3,Corporate,Refundable,Transient-Party,353.08,3,2,5,9,1,1
e27a4d88-8579-4895-8261-43e1173a6580,CityHotel,231,3,23,1,1,4,3,TravelAgent,NonRefund,Transient,236.03,1,0,1,10,1,0
8e0940ce-d552-4120-9895-906e30243e5d,CityHotel,231,9,11,8,2,4,0,Corporate,NoDeposit,Group,291.66,0,2,0,1,0,1
9db97099-f857-4525-99db-a87852f96a97,CityHotel,69,10,15,4,0,2,3,Online,Refundable,Contract,417.7,2,2,0,2,0,0
2fae966b-a3ae-40b6-975c-6c0231c6a7c8,ResortHotel,96,2,25,8,0,2,2,Corporate,NonRefund,Contract,146.65,2,1,5,8,1,0
a59f07a6-2124-4c9e-8d8a-f80edaa64e3c,ResortHotel,231,10,25,4,1,3,1,Online,Refundable,Group,66.67,4,2,4,5,1,1
bc9298b4-4cf3-4d87-a47b-8a764eae1e4e,CityHotel,208,9,19,3,9,3,3,TravelAgent,NonRefund,Contract,342.09,5,0,5,5,1,1
c2aa067b-a0bd-4261-aac7-723e3a96d032,CityHotel,235,8,14,2,0,1,0,Corporate,Refundable,Group,90.88,4,2,5,2,0,1
d37a952c-8616-4a08-9d47-c932c0f8aa5e,CityHotel,87,9,12,0,2,2,0,Online,NoDeposit,Contract,134.66,1,0,2,8,1,1
d7693e09-2a2a-49c6-978c-99957c7ad329,CityHotel,195,3,21,1,4,4,3,Direct,NonRefund,Group,343.36,1,0,4,8,1,1
88395ba0-d812-407e-b033-46c882b4459a,CityHotel,252,8,20,4,0,2,3,Direct,NonRefund,Group,489.39,5,0,3,0,0,1
7a41266c-e3b0-4a45-9084-6f3ca03f6ac6,ResortHotel,83,10,28,9,1,3,1,Corporate,NonRefund,Transient,330.81,2,0,2,1,0,0
78cfb237-ad6f-446c-9abb-29c03d6ac78c,CityHotel,338,2,9,8,0,3,1,Corporate,NonRefund,Transient,61.48,1,2,2,3,1,1
838ee2ff-5202-4349-9914-88d0666b9693,ResortHotel,108,1,11,6,2,4,2,Corporate,Refundable,Transient-Party,160.39,3,1,5,5,1,0
f471483a-5aa3-4093-9748-585d79195b01,CityHotel,75,10,3,1,0,1,3,Direct,Refundable,Contract,353.8,3,0,5,8,1,0
80c0216e-32b8-4c8d-a9b5-289c1807c127,CityHotel,323,12,6,3,8,2,3,Online,NonRefund,Group,304.83,3,2,0,6,1,1
0ecf62f9-1ae4-4b15-bfb8-5571d579c045,ResortHotel,285,9,12,2,2,1,2,Online,Refundable,Group,389.6,3,0,1,8,1,0
6d04b74a-60c5-4799-b29e-0f83be95fffe,ResortHotel,57,9,17,0,3,4,0,TravelAgent,NonRefund,Transient,134.49,4,1,3,10,1,0
e563f11f-19f9-425b-a9d6-786846571892,ResortHotel,326,5,5,0,4,2,2,TravelAgent,Refundable,Transient-Party,215.03,5,2,0,10,1,0
78cc6de7-d53b-4346-b137-c2e861fcedf5,ResortHotel,265,12,7,8,0,3,1,Corporate,Refundable,Transient-Party,157.08,3,1,5,4,1,0
4b6ae968-4ae9-4bf9-bec7-f5e1caf91a5f,CityHotel,49,2,18,5,8,2,2,Direct,NonRefund,Transient-Party,316.24,1,1,2,4,1,0
a5ddc06e-c6c6-47f1-bc42-f0028070ab83,ResortHotel,53,4,4,1,0,1,2,Corporate,NonRefund,Group,345.03,1,0,0,10,1,0
c6dcbcf5-ae6f-4395-81b3-d28f1c882781,ResortHotel,90,8,27,4,3,3,0,Online,NonRefund,Transient,254.25,1,1,5,5,1,0
2c81c9a0-7637-4532-a2c4-135d5db15b43,CityHotel,76,2,27,10,2,2,1,Online,Refundable,Transient,159.14,2,0,2,10,1,0
74f582f3-5707-42e4-bc37-8311083a07e8,ResortHotel,210,9,28,3,8,3,3,Corporate,Refundable,Transient,471.78,2,1,5,6,1,1
3595645d-c979-42be-810f-53bc114d4c53,CityHotel,251,9,8,4,2,3,3,TravelAgent,Refundable,Group,64.81,2,0,1,7,1,0
0071f029-ae5a-4875-9606-a0cb8d9f1447,ResortHotel,102,1,23,2,4,3,0,Corporate,NonRefund,Transient-Party,439.12,2,0,5,4,1,0
ee3ef9de-666e-4bd2-a6b2-9225d72815e5,CityHotel,148,6,23,1,0,4,0,TravelAgent,NoDeposit,Group,413.37,5,1,2,10,1,1
d3262f80-48a6-49cd-a146-a6bf2aa71079,ResortHotel,360,12,16,1,6,4,0,TravelAgent,NonRefund,Transient-Party,85.44,5,2,0,9,1,0
6b15cfde-082e-49f9-9c6a-65a3d21dd770,ResortHotel,91,9,17,2,1,3,0,Corporate,NoDeposit,Contract,57.7,3,1,3,4,1,0
39a1bf3a-8193-4d29-a9a8-db976c0cd378,CityHotel,271,9,2,4,0,3,3,Online,NonRefund,Contract,459.15,3,2,4,7,1,1
a47ad26d-eed0-473f-b755-be0bb3bf7c1e,CityHotel,151,11,21,0,2,2,1,Direct,NoDeposit,Group,352.25,3,0,1,2,0,0
60d04c65-5e49-4cee-a7cc-9b1d68764baa,ResortHotel,298,5,4,0,2,3,0,Corporate,NonRefund,Contract,156.23,2,1,1,5,1,0
e1ad3875-b8b3-4b56-8e23-10f17bc0d97d,ResortHotel,303,4,20,10,3,2,1,Online,NoDeposit,Transient-Party,370.11,0,2,2,0,0,1
14c91fbe-f406-48fa-a512-c64c4fe3e0eb,CityHotel,359,6,22,9,0,1,0,Corporate,Refundable,Transient-Party,417.52,2,2,3,4,1,1
420e313d-c138-476b-b0e1-239c26ee61d6,CityHotel,365,7,26,1,11,4,1,Direct,NoDeposit,Group,289.3,4,1,2,7,1,1
5c288cd2-9569-407a-a6b3-c94a0d09d2d9,CityHotel,212,2,27,5,5,4,0,Direct,Refundable,Group,343.57,2,2,0,10,1,0
f051adca-c717-438c-ad3a-52ff397cd11a,ResortHotel,348,3,20,4,0,3,3,Direct,NonRefund,Group,174.3,5,0,1,5,1,0
d2f0dc98-1a64-4ef1-b4a3-0f141bd490dc,CityHotel,115,12,4,0,14,3,3,Direct,Refundable,Transient-Party,306.29,3,1,2,10,1,0
11acd6a7-c644-47b1-9b39-a9b640f3a5b8,CityHotel,181,3,14,4,2,4,1,Online,NonRefund,Transient,298.22,2,0,0,0,0,0
610f5fdb-59f6-483d-8281-b9017e47f5ec,ResortHotel,61,2,17,13,1,1,1,Online,NoDeposit,Contract,213.76,1,0,5,6,1,1
f03ccda3-84d5-45f7-95b6-321fbcaa064d,CityHotel,294,11,24,0,8,2,1,Corporate,NonRefund,Transient,374.64,3,0,4,1,0,1
aadebb5b-bc9d-426d-89db-678bcb45b6b1,ResortHotel,338,9,23,2,11,4,0,Corporate,NoDeposit,Group,387.39,2,2,0,0,0,1
e6697035-a0d1-4314-87d0-3e144e95cd45,CityHotel,197,9,3,0,3,1,2,Online,NonRefund,Contract,156,2,0,4,9,1,1
a5200b58-220e-4e8a-98b4-acc2b937aa0e,CityHotel,36,9,7,0,6,1,2,Direct,NonRefund,Contract,374.65,0,1,0,5,1,0
7c225231-f612-4a6e-9556-feff4cd7b1df,CityHotel,91,6,11,3,0,1,3,TravelAgent,Refundable,Contract,110.12,4,1,0,7,1,0
80841fa8-0536-470f-98d7-0c53d20ecc86,CityHotel,286,3,10,4,0,2,2,Direct,Refundable,Transient,267.5,4,1,3,8,1,1
2d06d592-1145-4263-bf2a-16c6bdf5257a,CityHotel,245,5,24,2,5,3,0,Online,NoDeposit,Group,193.89,3,1,5,10,1,1
1072488d-fdf5-4bb1-b6d4-5241d7b40f62,CityHotel,242,12,24,2,4,1,1,Online,NonRefund,Contract,139.38,0,0,5,1,0,1
11d03ab7-4b49-417f-ad1e-7450ad44eb73,ResortHotel,272,3,3,9,2,1,2,Corporate,NonRefund,Contract,410.57,1,1,4,10,1,0
334926ae-e683-4d4d-a422-e6c5257993d4,ResortHotel,198,11,10,5,7,2,0,Online,NoDeposit,Contract,145.19,5,2,3,3,1,1
