record_id,hotel_type,city_tier,month,day_of_week,is_weekend,season,special_event,local_event_score,competitor_avg_price,hotel_avg_price,rooms_available,rooms_booked_last_week,lead_time_avg,search_volume_index,marketing_campaign,weather_score,predicted_demand_score,demand_fluctuation_label,demand_level_class
2b76e9c6-b6ef-42ae-a3be-bb2d004da51c,ResortHotel,Tier2,10,3,0,Low,1,4,196.69,200.37,40,133,100,83,0,9,50.64,Low,0
51e2f38d-f154-4517-a408-b9f878662b7d,AirportHotel,Tier2,1,7,1,Low,1,8,317.47,326.41,171,94,76,191,1,3,93.21,Low,0
189e11cb-208e-4054-aee4-98c1b0a33e00,BusinessHotel,Tier1,6,7,1,Low,0,3,100.84,122.27,279,49,30,89,1,3,71.99,Low,0
0823920a-385a-44dd-9eb5-c7bc5abef55d,AirportHotel,Tier2,7,6,1,Low,1,3,270.75,237.69,77,248,73,98,1,4,59.23,Low,0
93b58714-d043-46b2-b3b1-a38d1fe102c8,ResortHotel,Tier2,5,3,0,Mid,1,7,324.42,443.72,38,140,27,186,1,6,105.55,Low,0
aef53417-15bf-4933-94e0-1e27eac0888a,AirportHotel,Tier1,6,6,1,Peak,0,1,318.37,373.91,185,88,85,33,0,8,65.63,Low,0
517c2cdc-d0ac-437a-88e8-50d130e29566,AirportHotel,Tier2,9,3,0,High,1,6,116.53,167.65,63,105,4,168,0,5,78.28,Low,0
8395e934-e11b-441a-abc5-911ba518a021,ResortHotel,Tier3,3,7,1,Low,0,6,229.25,355.4,277,200,30,125,1,6,106.27,Low,0
c8e3d15d-6300-4f56-afbf-9ed723a08cbc,AirportHotel,Tier2,7,1,0,Low,0,0,245.53,431.17,89,53,43,128,0,8,80.61,Low,0
04c0d07e-6e13-4ef0-8eb0-f5020306b0bb,AirportHotel,Tier3,7,2,0,Mid,1,0,68.79,298.05,250,102,96,21,1,10,41.01,Low,0
755accc5-be85-49e7-84d5-cc973ae8577f,BusinessHotel,Tier2,3,5,0,Mid,1,4,213.05,396.33,126,258,81,156,1,2,96.07,Low,0
953710c4-ac49-440b-b95f-9c7cfc89ec54,ResortHotel,Tier1,6,2,0,High,1,4,152.27,232.93,283,185,119,39,0,2,37.22,Low,0
66bb3544-cb68-4d00-b90a-3551463de5eb,ResortHotel,Tier2,2,3,0,Low,0,8,297.78,280.18,50,44,119,54,1,5,69.92,Low,0
e9467d3b-2797-4d45-88e5-0450d81c9981,ResortHotel,Tier2,5,5,0,High,1,5,238.57,70.7,98,269,43,142,0,3,130.71,Medium,1
715b0cc7-b924-4e66-acea-24819b2888cb,ResortHotel,Tier3,1,6,1,High,1,4,356.71,336.91,110,200,79,156,1,3,129.44,Medium,1
d6dd851e-485b-49df-a03c-f3f14ac5a0f6,AirportHotel,Tier1,1,2,0,High,1,3,312.42,399.68,225,117,13,186,0,6,120.17,Medium,1
a8ed5194-dc5a-479f-a33a-da655e89a208,AirportHotel,Tier1,12,2,0,Peak,1,2,349.53,395.54,210,67,3,133,1,1,82.35,Low,0
c0d4d431-aa14-4f9a-8c82-1d3c12440629,ResortHotel,Tier1,11,2,0,Mid,0,0,98.23,248.15,270,197,57,53,1,4,54.42,Low,0
3cb8c502-36e8-4a31-92bf-835ae9dbd750,CityHotel,Tier2,5,3,0,High,1,9,132.29,127.09,221,277,99,51,1,1,95.34,Low,0
0a042a6a-cd5b-4448-8d26-b582e4019e42,BusinessHotel,Tier2,10,6,1,Mid,1,5,210.68,366.37,117,99,118,65,0,4,22.23,Low,0
1f6c40a7-4a0c-4441-a71f-74942c3d3d13,BusinessHotel,Tier1,6,3,0,Mid,1,0,93.93,226.43,129,205,31,112,1,3,80.89,Low,0
3ee5d0d0-0540-449c-9511-ca79b6ca3860,CityHotel,Tier1,9,1,0,High,1,1,335.4,365.2,135,92,41,79,0,6,65.68,Low,0
c7d72077-8802-4fc8-a147-dc60a13edb22,CityHotel,Tier1,9,3,0,Low,0,6,101.47,151.73,253,156,31,100,0,4,59.22,Low,0
ef080784-8466-45dd-a14c-26f0f14d55e3,CityHotel,Tier3,8,3,0,High,1,6,254.26,336.07,294,191,67,60,1,7,82.29,Low,0
70b79790-bfc5-42c9-8b20-cf80e88da61c,BusinessHotel,Tier3,8,3,0,High,1,5,175.64,222.22,99,64,57,134,0,7,61.58,Low,0
415ecc21-855b-4b4a-a3e9-f28f09ecf866,AirportHotel,Tier3,7,1,0,Peak,1,6,219.25,283.56,237,87,90,159,1,9,128.99,Medium,1
cab40fa1-052d-413c-b133-2c7af74e0b4f,CityHotel,Tier2,4,1,0,Mid,0,10,108.42,447.56,55,226,59,109,0,6,69.1,Low,0
a4c75082-7521-4fb1-a189-5339df28a3b2,CityHotel,Tier3,10,7,1,Mid,0,8,266.11,406.63,134,119,80,174,0,10,88.27,Low,0
10476f02-efc3-4f90-a4f5-e181caf36df0,ResortHotel,Tier1,6,5,0,High,1,5,256.42,344.61,174,56,33,112,0,3,66.4,Low,0
6143c737-0d80-4fe7-8b32-70ea9f32d1a1,BusinessHotel,Tier3,2,1,0,Low,0,10,187.49,396.55,49,91,21,114,0,2,65.02,Low,0
61e81db3-ef58-42ab-bc2a-863b73bc210e,CityHotel,Tier2,10,5,0,Low,1,10,236.27,68.62,88,44,45,172,0,6,93.94,Low,0
d26cfc8f-2549-44fa-8963-fbbf4785068f,CityHotel,Tier3,5,1,0,Peak,1,8,112.86,259.48,94,155,25,180,0,10,141.15,Medium,1
5ca955a2-dc8c-4b21-9802-fa686ff312d8,ResortHotel,Tier3,8,4,0,Mid,1,7,337.19,320.13,130,266,56,72,1,8,90.13,Low,0
9aae27b8-5719-4f42-a867-50bd6b4f1708,BusinessHotel,Tier2,2,3,0,Mid,0,9,335.27,363.31,24,155,24,86,1,3,75.95,Low,0
b005857c-9d0a-4145-b0c9-810337184ba4,CityHotel,Tier1,11,3,0,Peak,0,5,145.48,373.08,205,158,113,125,0,1,70.82,Low,0
c1fd7661-6551-406b-b4a6-2100124c0636,ResortHotel,Tier3,5,7,1,Mid,0,4,271.81,360.76,206,161,12,167,1,3,81.88,Low,0
c245f529-c7ed-41a1-bf5a-e5fefbb1d5b6,BusinessHotel,Tier3,10,6,1,Peak,1,3,74.18,354.8,34,188,98,100,1,1,111.73,Low,0
216ff5bb-39a9-4621-b8ba-659f312f27bd,CityHotel,Tier3,2,6,1,Mid,0,2,144.06,300.31,29,119,56,117,0,6,41.31,Low,0
147b6533-f3b7-45a7-98cb-e45e1dbf95e8,CityHotel,Tier3,10,7,1,Mid,0,2,179.23,81.44,295,255,80,120,1,1,95.78,Low,0
f770a1a4-a4f5-4378-9744-0f0a474a2085,ResortHotel,Tier3,6,1,0,High,1,8,320.46,213.59,64,131,116,101,1,8,110.25,Low,0
e59e994a-7f33-43dc-8672-5d534ea54741,ResortHotel,Tier1,1,5,0,Mid,0,1,317.28,100.88,212,218,30,62,0,8,85.74,Low,0
d19de3e1-3dca-4cb1-820d-4bbb157d5d68,CityHotel,Tier3,11,5,0,Low,0,9,234.74,79.26,214,64,2,24,0,6,19.28,Low,0
b45c6fda-38d1-4b6d-91c4-901f52302469,BusinessHotel,Tier1,12,1,0,Low,1,0,283.33,218.27,26,47,70,173,1,1,86.99,Low,0
5bbc55e9-566e-4b57-8150-753aa5c4345e,ResortHotel,Tier2,6,7,1,Low,0,1,339.66,337.22,228,250,113,104,0,8,65.69,Low,0
1fed3413-346f-4981-a886-1a0f7911b4ab,AirportHotel,Tier1,12,2,0,High,1,6,101.68,334.27,209,75,39,105,1,1,74.92,Low,0
0c0149d2-c710-4bfd-ba1d-15f3d0d6bf66,BusinessHotel,Tier3,10,3,0,Mid,0,0,209.24,429.38,211,237,28,95,0,2,46.55,Low,0
680ca97c-0a40-453a-80e2-08d1a3debaa2,BusinessHotel,Tier2,3,5,0,Low,0,10,217.21,438.68,102,279,50,76,0,3,85.52,Low,0
861548f3-9c05-4cdb-93eb-651f06308a50,BusinessHotel,Tier2,5,4,0,Mid,0,5,72.32,151.13,286,114,22,81,1,9,83.82,Low,0
76f64451-0f0a-474a-89c3-a885dbe45e1d,BusinessHotel,Tier2,7,1,0,Low,0,1,389.22,361.16,229,73,10,158,1,3,99.17,Low,0
bd84959f-1db7-45e4-8418-ad6797da34ff,CityHotel,Tier3,8,1,0,Low,1,5,350.51,50.01,81,259,43,138,0,8,114.43,Low,0
dfe039e8-ce56-41e0-bc85-43e372d0bd63,ResortHotel,Tier1,9,1,0,Mid,0,0,392.48,282.45,26,121,50,180,1,1,73.53,Low,0
20172e5d-0979-4f55-99c6-dbf1c3161e22,BusinessHotel,Tier2,4,3,0,Mid,1,9,188.51,300.5,128,167,2,161,1,10,134.89,Medium,1
465cd415-2363-462b-b820-a8cd56e5aa6e,BusinessHotel,Tier2,10,5,0,High,0,8,313.42,58.31,251,155,95,188,1,3,101.23,Low,0
328a8451-054b-4bcf-8e6a-480c21f30e97,BusinessHotel,Tier2,4,6,1,Mid,1,4,189.21,70.27,192,189,50,100,0,5,63.42,Low,0
3ac72d53-78a2-454a-bcdc-736a421e1fdd,AirportHotel,Tier1,12,6,1,Low,0,3,179.17,173.61,183,63,82,73,0,9,39.55,Low,0
9bc03795-2997-4a8b-9dd1-28f2b436934b,ResortHotel,Tier1,3,1,0,Low,1,6,243.2,188.28,279,197,57,127,0,10,101.44,Low,0
e9afb72a-ef66-477a-8780-bfd9455b2a9e,AirportHotel,Tier2,9,6,1,High,1,1,76.44,304.53,88,62,63,155,1,6,78.31,Low,0
15257517-8a36-46d0-95ec-7a3402ae58ea,CityHotel,Tier2,8,3,0,High,1,4,151.77,197.5,55,63,82,145,0,3,94.5,Low,0
ec1b4407-b57c-4167-8f97-c1aa4dd04aa1,CityHotel,Tier3,11,6,1,Mid,0,8,117.12,280.6,35,107,77,93,1,9,89.58,Low,0
096f80cb-fe3a-429a-bdbc-f6d8058fa0a3,AirportHotel,Tier3,12,1,0,Peak,1,4,133.31,231.56,196,25,35,81,1,4,64.4,Low,0
edd330e0-c663-476f-a178-0b85a5c0e2c1,CityHotel,Tier2,7,7,1,Mid,1,2,141.04,370.73,183,151,69,56,1,1,27.8,Low,0
7044f1ba-a4a9-46c4-aedc-d1d9d3ea6544,CityHotel,Tier2,8,2,0,Mid,0,4,317.67,285.18,197,229,102,28,0,4,45.2,Low,0
1ae0075d-3a58-4d73-8a5e-248bdcd4c7ba,ResortHotel,Tier3,11,7,1,Mid,0,4,190.59,75.65,196,113,11,26,0,8,29.63,Low,0
117475c4-965b-49f5-93e5-66f6a179b56a,BusinessHotel,Tier2,4,2,0,Mid,0,5,320.0,347.23,44,270,29,145,1,7,135.83,Medium,1
fd3f69e0-b8f1-4908-9c7b-2a83f32d8611,CityHotel,Tier2,6,2,0,High,0,3,325.4,368.54,109,67,15,181,1,6,108.2,Low,0
f3a27faf-4bcf-41a7-820b-47466e6f8ee5,BusinessHotel,Tier1,5,7,1,Mid,1,6,188.1,213.28,227,26,74,160,1,4,86.29,Low,0
11dcfe81-df06-45f6-a813-970c33155e38,BusinessHotel,Tier3,12,2,0,High,0,2,271.86,287.29,219,58,90,104,0,8,58.4,Low,0
26009eca-bf4f-4e0d-859f-f0fc140e5319,BusinessHotel,Tier2,8,3,0,Low,1,4,205.34,358.0,284,183,102,50,0,5,37.22,Low,0
fb19973a-bd4a-4f8f-a789-d6624f3bb048,BusinessHotel,Tier1,4,1,0,Mid,1,7,339.52,91.05,175,248,109,46,1,8,57.22,Low,0
e225541e-058d-4f04-975a-908cff82aaa2,ResortHotel,Tier1,3,2,0,High,0,9,155.4,67.96,31,172,12,174,0,6,96.65,Low,0
1508d65e-4280-4fdf-adad-76dc4151e8b2,BusinessHotel,Tier2,2,3,0,Low,1,5,339.78,442.49,61,58,110,139,1,7,86.49,Low,0
d7534489-df05-41f6-96a9-9118841b16be,AirportHotel,Tier3,4,4,0,High,1,3,149.8,357.27,193,94,112,103,1,6,98.25,Low,0
2d974614-709a-4a89-b7ff-43e06d28f091,BusinessHotel,Tier3,9,7,1,Low,0,6,364.82,66.27,265,101,4,70,1,9,87.04,Low,0
6fe5ab0b-73ef-493f-a2be-6242f7e6850c,BusinessHotel,Tier2,9,1,0,High,0,3,85.59,152.63,162,266,68,40,0,9,83.66,Low,0
8a2faafc-70e2-4e88-aa86-5d46f7b60a26,AirportHotel,Tier2,9,2,0,High,0,0,129.6,143.11,200,245,54,123,1,5,100.06,Low,0
eca7e02c-c24b-449e-9dd5-1a75f0a226d1,CityHotel,Tier1,8,7,1,Peak,1,5,358.8,330.51,221,28,21,76,1,2,43.69,Low,0
43157f82-231b-47d4-82af-250890173cb5,ResortHotel,Tier2,4,5,0,Peak,0,3,325.26,378.1,217,51,35,193,0,10,108.64,Low,0
bc454bc6-aee6-4d78-a3fc-0afbb09e08c1,CityHotel,Tier2,8,2,0,Peak,1,3,187.68,225.91,296,141,97,113,1,10,75.99,Low,0
db666f6c-dbda-4478-8290-61d37a9f3232,BusinessHotel,Tier1,11,7,1,Mid,1,2,126.62,299.37,48,66,68,80,0,10,48.81,Low,0
7af70ba6-ed59-4302-99c3-ee854eb3cb5f,CityHotel,Tier1,2,5,0,High,0,1,256.85,429.46,73,225,3,153,0,6,120.22,Medium,1
d3691bd5-609e-4c37-bdcf-90b029804f6c,BusinessHotel,Tier2,4,3,0,High,1,0,283.76,432.39,278,74,106,105,1,3,78.02,Low,0
3088e9ca-7a51-471f-b1db-d7c0d524b05a,CityHotel,Tier1,4,4,0,Mid,1,1,346.28,432.49,102,241,35,97,0,8,69.37,Low,0
5c8549fe-7c01-4c62-badb-44a931aa7d1d,CityHotel,Tier2,3,6,1,Low,1,0,385.54,303.02,81,163,78,132,1,7,70.11,Low,0
11a91cef-8e7a-4b6d-9184-9981d927c330,CityHotel,Tier3,7,1,0,Mid,1,7,267.72,62.72,233,155,55,87,1,8,61.26,Low,0
f2bfac89-31bd-4222-a598-5405021b72d9,BusinessHotel,Tier1,12,7,1,Mid,0,4,335.2,326.29,244,205,92,55,1,7,88.55,Low,0
4d47f950-ddb8-4d95-a28a-02a04437fca4,AirportHotel,Tier1,3,3,0,High,1,5,113.18,244.45,139,105,8,46,1,10,102.16,Low,0
346f0997-2de4-4cc5-aca0-44938a298b7c,ResortHotel,Tier2,5,3,0,Peak,0,9,349.26,251.44,200,87,66,101,0,6,59.57,Low,0
9c16cf61-6cdc-4680-b931-0dfb69b73588,AirportHotel,Tier1,8,6,1,Low,0,3,292.69,334.51,295,103,55,76,1,7,74.09,Low,0
db0bb642-1d9a-461b-b5ef-b857e2fca600,ResortHotel,Tier3,1,6,1,Peak,1,10,301.38,225.44,154,47,20,135,1,5,71.64,Low,0
8753242a-203d-4780-82f9-1be6216c51ef,BusinessHotel,Tier1,10,2,0,Low,1,7,276.7,275.06,194,241,13,117,0,10,109.4,Low,0
d9afcf03-d9ad-4feb-8cfd-a11b2bcf0f12,CityHotel,Tier3,2,7,1,Low,0,1,99.06,101.16,233,188,114,94,1,10,65.6,Low,0
d8817733-b8ce-4027-81b1-c62aab2a103a,CityHotel,Tier1,6,5,0,Mid,1,6,116.33,59.26,170,14,36,31,1,1,53.41,Low,0
9e3604f4-f1d2-4792-b3bc-4910dfbfbf78,CityHotel,Tier3,5,4,0,Peak,1,5,146.92,194.55,83,176,1,157,1,2,113.67,Low,0
a987e1f9-cd9d-4c62-8ee4-02dc85fedbe7,BusinessHotel,Tier1,10,6,1,Low,1,4,128.5,78.2,243,37,53,75,0,6,69.77,Low,0
ed512b95-db1f-4bf8-934f-1222c7558574,CityHotel,Tier3,8,2,0,High,0,9,283.88,185.39,31,49,108,71,0,8,70.81,Low,0
3ecf3bbe-5280-415c-8c6b-24b23a0f2dfc,CityHotel,Tier1,12,7,1,High,0,3,257.6,449.32,86,93,68,83,0,2,69.41,Low,0
8dc087d9-6407-410b-a725-f4d97cf3fd3e,AirportHotel,Tier3,5,4,0,Mid,0,7,109.25,287.42,224,214,35,182,0,6,129.08,Medium,1
dbbff606-c730-4cb2-b8ca-1bdccb9c1d6e,ResortHotel,Tier2,1,7,1,High,1,1,149.46,89.74,219,22,58,122,1,10,54.78,Low,0
f8210cd1-b1e4-4fe2-90a7-b9ebe97b7e96,BusinessHotel,Tier2,4,7,1,Peak,0,0,173.01,241.79,240,203,41,71,0,3,74.27,Low,0
b2863f81-cdaf-4e2d-822b-f2f9aca241e8,BusinessHotel,Tier1,3,6,1,High,1,1,262.63,157.93,217,193,21,61,1,4,92.86,Low,0
0b020b59-7aec-40ae-80dd-a999ae9571e1,CityHotel,Tier2,6,1,0,High,1,8,338.54,164.72,239,139,103,104,0,9,104.06,Low,0
3f3ccfe0-6e9c-4d3a-8137-4a8a17aa9d69,CityHotel,Tier2,3,4,0,Peak,0,5,216.11,371.35,152,134,39,152,0,9,109.69,Low,0
fd7a37e9-658d-4d7c-a7cb-abbab2ea4e56,CityHotel,Tier3,8,2,0,Mid,0,4,207.85,232.04,270,71,40,89,0,9,33.17,Low,0
0355e0de-dd54-4d99-a1bd-532d78393c1a,CityHotel,Tier1,4,3,0,Mid,0,8,398.27,320.6,179,195,102,35,0,8,86.33,Low,0
c7412adf-dd73-40e3-a4ba-c849fa7c76dc,BusinessHotel,Tier2,10,6,1,High,0,9,128.15,135.19,251,153,86,132,1,7,138.59,Medium,1
f11676a7-58e8-4ac6-b55f-b081b7da6441,ResortHotel,Tier1,5,3,0,Mid,0,4,194.51,419.11,262,190,88,107,1,7,66.07,Low,0
9b80d29c-d310-4b53-8bfe-6646390485df,CityHotel,Tier1,5,7,1,High,1,4,355.32,211.66,228,268,17,158,1,5,122.95,Medium,1
96197f8a-dcbb-418a-89c2-59f3a0de846d,CityHotel,Tier3,10,3,0,Mid,1,1,312.34,64.35,160,130,47,79,0,6,82.2,Low,0
dafbc671-f515-4182-89ca-a40ca62d0bad,BusinessHotel,Tier3,12,4,0,High,1,6,144.41,362.36,282,29,91,132,0,5,72.42,Low,0
d683148a-0565-46ac-b457-54c34beb4e95,ResortHotel,Tier3,9,4,0,High,0,6,188.76,143.15,288,18,34,56,0,4,49.91,Low,0
3f618d2f-b494-4288-826c-7e86d5309f52,CityHotel,Tier1,2,4,0,High,1,2,101.99,395.04,270,79,44,179,1,7,108.07,Low,0
7bb60b68-0f55-4569-8aae-e2f443b267ac,ResortHotel,Tier2,11,7,1,Low,1,8,308.78,91.03,30,116,118,181,0,10,129.29,Medium,1
f88716f3-d973-4d5d-916e-804802c71885,CityHotel,Tier1,10,6,1,Peak,1,7,193.07,94.27,132,82,58,184,0,6,81.18,Low,0
47292d82-ce59-41e0-bdca-745cf5df0b28,AirportHotel,Tier3,10,4,0,Low,0,0,297.74,262.66,159,24,38,107,0,6,42.12,Low,0
68cd8c1f-2f24-4a3c-825e-1bb3d3c4d213,CityHotel,Tier2,9,5,0,Mid,0,3,206.38,392.05,120,70,77,108,0,1,47.7,Low,0
75b9f13a-8c45-45e9-8dbf-66f1cb1d6acf,CityHotel,Tier1,12,7,1,Low,1,0,138.95,127.22,70,83,111,115,0,1,54.33,Low,0
acbce139-13f0-4d55-be6b-6b6fdd68ae44,AirportHotel,Tier2,10,3,0,Peak,1,2,390.1,114.82,297,265,44,85,0,1,59.57,Low,0
dd81bcaf-c9e9-4021-bfe9-354e9654e918,ResortHotel,Tier1,9,7,1,High,0,3,195.56,409.28,283,46,61,131,0,8,58.24,Low,0
84119726-a879-49c0-8e35-0f7938f2c15b,CityHotel,Tier1,5,4,0,Mid,0,9,78.58,90.4,142,39,91,55,0,10,25.67,Low,0
76cffa04-6722-4ade-8fad-cba60e08c2a9,CityHotel,Tier2,6,5,0,Mid,1,9,369.96,199.8,264,246,24,29,0,4,61.26,Low,0
82e8c2f1-2eb2-484e-92bb-a0e1762eb35d,ResortHotel,Tier3,12,6,1,Peak,0,3,147.13,332.72,37,249,96,170,1,9,116.89,Low,0
b0372191-7f39-42d4-b500-51eb3afa95b9,AirportHotel,Tier1,3,1,0,Low,1,9,199.25,362.41,226,76,110,112,1,6,107.22,Low,0
6309ddf4-48ff-412e-9833-99452074b533,AirportHotel,Tier2,6,2,0,High,1,7,197.91,272.82,157,173,35,116,0,8,123.76,Medium,1
84e2d54c-c74e-4ccd-a068-0ebf12b11cf2,ResortHotel,Tier2,1,6,1,Mid,0,3,352.45,133.49,160,15,41,75,1,4,61.4,Low,0
91625fa5-03db-4aa4-9504-76831b54341b,BusinessHotel,Tier1,6,5,0,Peak,0,8,201.15,145.15,88,110,10,67,1,9,88.87,Low,0
913b749b-393c-423c-8df6-dc76705cd6e7,CityHotel,Tier2,4,7,1,Mid,1,1,120.61,192.82,294,266,74,122,0,10,93.47,Low,0
adcbeb76-e99a-4c5c-b9cf-a2e75da80482,ResortHotel,Tier3,2,7,1,Mid,1,5,79.48,288.02,265,162,62,191,0,8,88.76,Low,0
b9fae7fb-471c-49e3-86ea-aee5e5101b3a,BusinessHotel,Tier2,10,3,0,Mid,1,6,392.06,112.02,88,228,15,194,1,8,141.88,Medium,1
37b09f7a-34e9-4ef6-b2e9-b5130ceebdfd,AirportHotel,Tier2,3,3,0,High,0,8,90.12,371.37,195,219,27,101,1,7,120.03,Medium,1
993792d1-70d5-4a60-82da-e12a2d360148,BusinessHotel,Tier3,4,2,0,Mid,1,5,237.22,412.8,115,224,41,58,1,9,64.99,Low,0
7f0a3d09-5d23-47ea-b380-e15b6af07e78,ResortHotel,Tier1,3,1,0,Mid,0,9,288.76,419.46,280,200,73,168,1,9,96.26,Low,0
43da0e07-672a-4ad2-92ac-6d18d8c813ec,BusinessHotel,Tier2,7,6,1,Peak,0,6,236.29,426.89,227,42,40,158,0,6,98.57,Low,0
13a54319-9ac9-476e-aa30-4dfaddfbc90b,BusinessHotel,Tier2,12,4,0,Mid,1,4,194.51,267.73,238,230,97,164,0,6,87.84,Low,0
26d04c1f-053c-45c9-8a43-4342fc55785f,BusinessHotel,Tier3,6,1,0,Peak,0,8,170.83,414.21,175,122,35,158,1,6,81.76,Low,0
d41243ce-7e36-43d6-820b-1973702bbe99,BusinessHotel,Tier1,9,4,0,Peak,1,8,234.09,287.85,295,109,45,109,0,5,112.54,Low,0
ce6df611-c9ea-44de-91c8-c5afe8be3062,BusinessHotel,Tier2,2,3,0,Low,0,3,233.28,299.05,158,160,38,78,1,7,92.37,Low,0
86f1f19a-4dc0-40f6-824d-e06768c4ce67,CityHotel,Tier2,6,4,0,High,0,6,96.45,238.18,278,118,95,164,1,5,77.27,Low,0
4e6eb938-0e19-4db6-9cdd-02d2cd785813,CityHotel,Tier2,9,6,1,High,0,4,250.39,187.13,132,278,49,196,0,6,103.22,Low,0
f25db7ad-8d32-4542-98df-37fd426e03bd,AirportHotel,Tier3,2,2,0,Low,1,5,292.95,281.01,98,257,18,124,0,1,70.7,Low,0
8008cd02-cb6a-4bea-abfb-3e85b5d979f6,CityHotel,Tier1,12,3,0,Mid,0,2,183.66,67.92,266,68,38,75,1,1,57.73,Low,0
b7612081-e192-456b-b761-d1b0f92adb1d,ResortHotel,Tier1,4,7,1,Mid,1,7,80.37,439.07,69,110,102,154,0,10,94.22,Low,0
85683e7b-b098-4873-82ec-be54c34aa36d,ResortHotel,Tier2,11,2,0,Mid,0,2,292.67,189.97,266,23,48,43,1,6,38.06,Low,0
ea7bc12c-ecf0-4465-8efc-52543970deb3,ResortHotel,Tier3,7,2,0,High,1,10,309.0,359.35,82,237,16,188,1,6,136.32,Medium,1
bf055494-ba95-478a-8d8e-987905a561d9,AirportHotel,Tier1,11,4,0,High,1,7,290.55,100.81,281,110,25,144,0,9,96.96,Low,0
bfe15121-c8c7-4f9f-aa83-9aec0407faaf,BusinessHotel,Tier3,3,2,0,Low,1,6,211.5,125.75,130,187,56,101,1,8,65.14,Low,0
33cdd712-04cf-440b-ae2c-3d412724e6e2,BusinessHotel,Tier2,10,7,1,Low,1,6,306.84,145.03,119,251,37,68,0,6,59.21,Low,0
40b438fa-4fd0-4026-9a64-64e3b36b788a,BusinessHotel,Tier2,10,2,0,Peak,0,0,139.17,323.25,292,148,93,197,0,2,101.97,Low,0
23634487-61a0-46c9-9c38-baaf031290d2,ResortHotel,Tier1,11,3,0,Mid,1,7,188.69,422.85,47,275,63,187,0,5,133.24,Medium,1
39706685-e2e0-4a19-aca0-a034e828c5d7,BusinessHotel,Tier2,10,2,0,Mid,1,4,379.89,243.83,170,61,53,44,1,8,28.58,Low,0
a8caabfd-91af-42e9-ae85-f5c9e2a2e49a,ResortHotel,Tier1,11,7,1,High,1,1,377.83,146.7,237,209,103,172,1,10,97.35,Low,0
c3b1ba37-149e-4761-bb47-59eb068b682d,AirportHotel,Tier2,1,3,0,Peak,1,7,252.12,283.2,207,173,26,199,0,2,102.03,Low,0
