booking_id,hotel_type,lead_time_days,room_type,nights,guests,booking_channel,avg_daily_rate,expected_revenue,canceled,no_show,refund_percent,refund_amount,penalty_fee,rebooked,recovered_revenue,high_season,special_event,advance_payment,revenue_loss
1acbd407-2b32-4225-8c5e-c6a4cefa598e,BusinessHotel,267,Deluxe,12,1,Agent,172.08,2064.96,0,1,0,0,0,0,0,0,0,0,2064.96
17328dcf-1a3f-4150-a9ae-661fdb630af2,ResortHotel,25,Suite,3,3,Direct,254.27,762.81,0,0,0,0,0,0,0,1,1,1,762.81
8bffa634-deff-4ad8-8660-4a4a8a4c4093,CityHotel,340,Standard,11,4,Online,558.38,6142.18,0,1,0,0,0,0,0,0,0,0,6142.18
a917369f-d878-4709-b13c-d85ee888c759,BusinessHotel,22,Executive,8,2,Agent,585.17,4681.36,0,0,0,0,0,0,0,1,0,0,4681.36
03fab828-0685-4df7-940c-00eef23de136,BusinessHotel,148,Standard,13,4,Corporate,316.87,4119.31,1,0,25,1029.83,1059.58,1,1556.61,1,1,1,0
9f13e06e-5412-4ef0-8e2e-25eefad3b46e,ResortHotel,13,Standard,7,5,Agent,104.31,730.17,0,0,0,0,0,0,0,1,0,1,730.17
f8e54417-fd99-4c34-995e-5e2d8c7e1b12,CityHotel,310,Standard,13,5,Agent,88.72,1153.36,1,0,25,288.34,0.09,1,579.89,0,0,0,0
c0b23052-8c9e-47ea-8065-4f4767afa7ed,BusinessHotel,174,Deluxe,4,3,Online,240.8,963.2,1,0,0,0,262.16,1,887.28,1,0,0,0
30c85b47-b0bd-4d42-b58a-8225a24d262e,ResortHotel,29,Suite,9,3,Corporate,142.25,1280.25,1,0,50,640.12,350.4,0,0,1,1,1,289.72
cfc1f5ad-16ea-4ee6-a3e7-df45372b5cde,BusinessHotel,61,Suite,14,2,Agent,164.62,2304.68,1,0,100,2304.68,233.32,0,0,1,1,1,2071.36
a51e27f6-e515-46e5-9fe1-84c38042de6f,BusinessHotel,335,Suite,11,2,Online,266.55,2932.05,0,0,0,0,0,0,0,0,0,0,2932.05
aae10c33-2c2a-458e-a377-f848306c3734,BusinessHotel,326,Executive,7,3,Online,241.54,1690.78,1,0,50,845.39,177.55,0,0,1,1,0,667.84
9a6c13a8-dc62-4101-b9ee-63089a9b94c9,BusinessHotel,26,Suite,5,2,Direct,230.05,1150.25,1,0,50,575.12,82.08,0,0,0,0,0,493.04
f61ce5ba-ad3e-4dc0-9d78-bfc3b86194bc,CityHotel,89,Suite,13,1,Corporate,259.59,3374.67,1,0,50,1687.34,416.99,1,2862.91,1,0,0,0
c85e528c-437f-47f7-8606-269f8328f176,BusinessHotel,105,Deluxe,14,2,Corporate,109.51,1533.14,1,0,100,1533.14,89.63,0,0,0,0,1,1443.51
b9edd54e-2d8b-4448-9647-ae45f4ccc580,CityHotel,277,Deluxe,4,5,Agent,337.62,1350.48,0,0,0,0,0,0,0,1,0,0,1350.48
eeaa349b-6796-449e-a8b0-7da8ff8000ba,CityHotel,88,Standard,5,3,Online,414.82,2074.1,1,0,75,1555.58,379.64,1,1261.32,0,0,0,0
8e7d3aec-6620-4829-9291-85c43e1bf706,ResortHotel,229,Standard,1,2,Agent,152.88,152.88,0,0,0,0,0,0,0,1,1,1,152.88
c085c54e-49c5-411c-b40b-42df72fc3a2c,ResortHotel,88,Standard,2,4,Agent,209.53,419.06,1,0,75,314.3,112.9,1,276.24,0,0,1,0
bc1361d3-c8fe-439e-b33c-dc4d56eeabd6,ResortHotel,316,Executive,8,3,Corporate,145.92,1167.36,1,0,75,875.52,141.63,0,0,1,0,0,733.89
ab608775-5b0d-4b59-9d26-3d6a6505dfd1,CityHotel,188,Standard,14,5,Corporate,109.21,1528.94,1,0,75,1146.7,172.51,1,1307.84,0,1,0,0
8d28eca2-22c4-43c2-9ffb-e24fc3d76c97,ResortHotel,77,Deluxe,1,4,Direct,361.78,361.78,1,0,100,361.78,30.31,0,0,0,1,0,331.47
6700ee18-6a5e-48ac-ac53-24a18ca56e45,BusinessHotel,66,Deluxe,5,4,Corporate,399.14,1995.7,0,0,0,0,0,0,0,1,0,0,1995.7
a3729567-2566-4639-b34b-34799e3c7934,BusinessHotel,167,Standard,14,4,Direct,565.86,7922.04,0,0,0,0,0,0,0,1,0,1,7922.04
1f3ae239-fc94-4dcf-b44c-9d5b89dec34e,ResortHotel,211,Suite,2,1,Online,196.89,393.78,1,0,25,98.44,73.06,1,173.49,0,0,0,0
0db72c8d-a972-4ad6-96cd-7b2cfa3b6944,ResortHotel,310,Deluxe,4,3,Online,306.83,1227.32,1,0,50,613.66,153.64,1,664.91,1,1,1,0
ab0ea4e3-1104-4165-ace8-934a0300b4e6,ResortHotel,327,Executive,6,5,Corporate,438.74,2632.44,1,0,50,1316.22,285.18,0,0,1,0,0,1031.04
50312755-2f37-4b36-bd23-f87ab9211e16,BusinessHotel,4,Executive,1,2,Direct,479.45,479.45,1,0,75,359.59,9.56,0,0,0,0,1,350.03
306a34bd-3b30-45d9-891f-b8c582e89dcd,ResortHotel,304,Deluxe,5,2,Online,468.12,2340.6,1,0,25,585.15,482.54,1,710.13,1,1,0,0
de5dc0f4-d37d-4916-a14c-074bdad9de3d,CityHotel,237,Suite,12,1,Corporate,226.66,2719.92,0,0,0,0,0,0,0,1,1,0,2719.92
1d3fb8f9-5d25-4ecd-b292-f623d1fccedd,CityHotel,97,Standard,2,2,Direct,62.81,125.62,1,0,25,31.41,20.6,0,0,0,1,0,10.81
25e8e311-041a-4702-b4f5-a7786d648a90,CityHotel,30,Standard,4,2,Online,500.09,2000.36,1,0,100,2000.36,424.49,0,0,1,0,1,1575.87
abce74e4-225f-46f7-be98-b27c5bfe7380,CityHotel,4,Suite,11,1,Direct,269.42,2963.62,1,0,100,2963.62,343.01,0,0,1,0,1,2620.61
875e14c7-7948-4e8f-aa72-d3b21bbd3a2e,BusinessHotel,313,Standard,5,5,Corporate,406.8,2034,1,0,25,508.5,482.26,0,0,0,1,1,26.24
2319d9b7-7ab8-46c1-8b05-0601ea3c79ea,ResortHotel,32,Suite,7,5,Corporate,297.96,2085.72,0,0,0,0,0,0,0,0,0,1,2085.72
699da38e-e710-409e-a5f2-5816c7a20f06,ResortHotel,272,Deluxe,6,4,Online,551.93,3311.58,1,0,100,3311.58,387.3,0,0,0,0,1,2924.28
8019386d-048c-463e-a32b-559af63fc908,ResortHotel,153,Suite,13,2,Corporate,103.31,1343.03,0,0,0,0,0,0,0,0,1,1,1343.03
2c0b4803-7697-4b04-915a-c4130a8bb944,BusinessHotel,349,Executive,2,1,Online,382.49,764.98,0,0,0,0,0,0,0,1,1,0,764.98
e61bf109-ac2f-4ef2-b44b-2a02b8b1efa3,ResortHotel,215,Deluxe,9,3,Online,559.9,5039.1,0,0,0,0,0,0,0,0,0,1,5039.1
e82d6832-d0ee-46f7-a626-5bf9f69fe41c,BusinessHotel,95,Deluxe,5,1,Corporate,408.72,2043.6,1,0,100,2043.6,49.95,0,0,0,0,1,1993.65
a77a8e74-673b-4b1a-8682-91dacc7a6829,ResortHotel,228,Suite,10,5,Online,179.04,1790.4,0,1,0,0,0,0,0,1,1,1,1790.4
1919c6c2-99d8-43fe-8703-ea0793e27555,ResortHotel,146,Standard,14,1,Online,187.81,2629.34,0,0,0,0,0,0,0,1,0,0,2629.34
44160bdc-06d8-40a6-9b39-21e47c91f102,BusinessHotel,194,Executive,11,5,Agent,91.21,1003.31,1,0,100,1003.31,297.51,1,731.48,1,0,0,0
e4ce2489-7b6a-4e8f-a1f1-341bbd82f5fd,BusinessHotel,128,Deluxe,13,5,Direct,567.3,7374.9,0,0,0,0,0,0,0,0,1,0,7374.9
16049e93-6ba3-480d-ad5e-e072c6bdd476,ResortHotel,197,Standard,14,3,Agent,557.72,7808.08,1,0,50,3904.04,590.06,0,0,0,1,1,3313.98
b957da37-9e50-4fae-8daa-2216ef638448,ResortHotel,291,Standard,14,1,Online,324.77,4546.78,0,1,0,0,0,0,0,1,0,0,4546.78
309a9236-6ad6-44d9-8fdc-20ca31923486,BusinessHotel,343,Executive,6,1,Direct,132.11,792.66,1,0,75,594.5,90.86,0,0,1,1,0,503.64
2d6b1113-a63c-4d7c-98d1-04c257558857,ResortHotel,106,Executive,13,5,Direct,130.99,1702.87,0,0,0,0,0,0,0,0,1,1,1702.87
dd616ff8-4c6d-4d66-85bd-4c2b734b4722,CityHotel,342,Suite,7,4,Direct,334.02,2338.14,1,0,50,1169.07,428.25,1,1490.7,1,1,0,0
3d605de0-4dfd-44ad-944d-34491c26870c,ResortHotel,338,Suite,12,4,Online,275.91,3310.92,0,0,0,0,0,0,0,0,0,0,3310.92
bd21b145-e789-4e5f-a327-9459f82b4e37,BusinessHotel,289,Standard,4,1,Agent,74.97,299.88,1,0,75,224.91,35.77,1,263.62,1,0,0,0
37a76dae-1eba-483d-bd5c-a90874e25bf8,BusinessHotel,234,Suite,8,4,Agent,504.58,4036.64,0,0,0,0,0,0,0,1,1,1,4036.64
757ebe4e-f99f-451f-85fd-a7d3b01edca1,CityHotel,306,Deluxe,13,2,Corporate,98.42,1279.46,1,0,100,1279.46,74.88,1,948.82,0,0,1,255.76
0249f026-f185-4259-9214-dbb3c48f2a28,CityHotel,35,Executive,8,2,Agent,511.69,4093.52,1,0,100,4093.52,1026.13,1,3661.63,0,1,0,0
b024aa18-3453-48ff-ad33-6d2326e50933,BusinessHotel,212,Suite,8,5,Agent,66.32,530.56,0,0,0,0,0,0,0,0,0,1,530.56
92bb5400-7b50-424c-ab4c-8df10b41e541,ResortHotel,296,Executive,1,1,Agent,124.61,124.61,1,0,0,0,17.65,0,0,1,1,1,0
4ea50519-2e06-42ca-9efb-db3b466ae2de,CityHotel,351,Executive,1,2,Agent,435.46,435.46,0,0,0,0,0,0,0,1,0,0,435.46
2a962b17-c1b2-4ae8-81d9-6c3506e3c255,CityHotel,349,Deluxe,1,4,Direct,373.19,373.19,1,0,50,186.59,87.32,1,252.34,0,1,1,0
c5e14b7e-6e39-4bae-adbb-6a050538b318,ResortHotel,102,Executive,11,4,Corporate,87.25,959.75,1,0,50,479.88,27.44,1,594.48,0,1,1,0
cc7d0c96-b138-4f7c-8550-7abe965d3f35,CityHotel,286,Deluxe,4,2,Corporate,559.43,2237.72,0,0,0,0,0,0,0,0,1,1,2237.72
f6e272fe-8699-40fd-910a-c51eb95c8a5e,BusinessHotel,47,Deluxe,3,4,Agent,455.96,1367.88,1,0,25,341.97,224.4,0,0,1,0,1,117.57
25b4bd83-6bc3-4384-ab8c-03677d2a7401,CityHotel,340,Standard,4,2,Online,345.65,1382.6,1,0,0,0,402.94,1,865.89,0,1,1,0
8045034c-0cec-4a00-a911-7479f710a71e,ResortHotel,188,Deluxe,1,3,Online,74.16,74.16,0,0,0,0,0,0,0,1,1,0,74.16
89e8bd6d-65e4-401e-951a-7f09243b8c6c,CityHotel,228,Deluxe,11,4,Agent,417.88,4596.68,1,0,50,2298.34,1242.98,1,2886.46,0,0,1,0
b77528a3-816b-43e3-b247-165844c253b9,ResortHotel,171,Suite,10,4,Direct,357.75,3577.5,0,0,0,0,0,0,0,0,0,1,3577.5
5a690037-2b0b-4dd5-add9-695423498694,ResortHotel,308,Deluxe,9,4,Agent,84.05,756.45,0,0,0,0,0,0,0,0,1,1,756.45
ab5d2ef6-2330-4377-8ad4-7bfcb7dc7918,CityHotel,64,Standard,3,4,Direct,299.54,898.62,0,0,0,0,0,0,0,0,1,1,898.62
2a4e8772-0aa9-475b-b4cc-5970485b7e4d,BusinessHotel,87,Suite,4,1,Agent,394.7,1578.8,1,0,0,0,378.21,0,0,1,1,0,0
9a76b708-37d7-44f6-86ce-8b9f872366de,BusinessHotel,87,Deluxe,2,2,Corporate,586.2,1172.4,1,0,100,1172.4,198.48,0,0,1,1,1,973.92
92bd1de7-ea82-4441-9e55-8ddd59a5bb21,BusinessHotel,40,Executive,7,4,Agent,312.24,2185.68,1,0,0,0,430.39,0,0,0,0,0,0
5d979353-475d-411b-b4e0-2e4a14931740,BusinessHotel,185,Suite,11,2,Online,208.78,2296.58,0,0,0,0,0,0,0,1,1,0,2296.58
1f9fbe4c-e8cd-4805-9e22-10ecf74c59c0,CityHotel,261,Suite,13,5,Corporate,333.48,4335.24,1,0,100,4335.24,44.51,0,0,1,1,0,4290.73
f6766dcc-fd71-4275-8ea0-e592237b26ee,ResortHotel,321,Suite,9,1,Direct,564.64,5081.76,1,0,75,3811.32,1097.68,0,0,1,0,0,2713.64
af9c2297-6171-459f-8488-d396ff9212d7,CityHotel,5,Executive,3,5,Online,155.42,466.26,0,0,0,0,0,0,0,1,0,1,466.26
37d34268-451b-4bc2-8773-a9c026d4bff9,ResortHotel,47,Executive,7,2,Direct,147.06,1029.42,1,0,100,1029.42,7.24,0,0,1,0,1,1022.18
0a1bc698-5d0d-4c12-ab6c-f9d84fa472ce,CityHotel,294,Executive,11,5,Direct,417.01,4587.11,1,0,25,1146.78,227.02,0,0,0,0,1,919.76
e63a1844-c466-4b6b-b48c-7a97c4c1e792,ResortHotel,302,Suite,7,4,Online,426.84,2987.88,1,0,25,746.97,554.07,1,1959,1,1,0,0
c77f40f0-96ed-4ec7-920f-388cdda89fce,CityHotel,293,Executive,1,5,Online,175.47,175.47,1,0,100,175.47,20.28,0,0,1,0,1,155.19
4d826dec-373b-4895-8683-ec2a632f917c,CityHotel,330,Standard,4,3,Online,301.15,1204.6,1,0,0,0,192.89,1,550.54,1,0,0,0
e6fe7fae-93fd-4f09-8087-1d712fd438c1,ResortHotel,332,Executive,13,4,Agent,462.55,6013.15,1,0,75,4509.86,1129.77,0,0,0,0,1,3380.09
8161844d-60cb-49fb-8856-39c6ec3fa189,ResortHotel,281,Suite,2,2,Direct,138.43,276.86,0,0,0,0,0,0,0,1,0,1,276.86
5798f7b1-d21c-4110-b91c-91677f955ac1,BusinessHotel,324,Deluxe,12,1,Online,81.43,977.16,1,0,0,0,185.79,0,0,0,1,0,0
37b9222d-1b76-4cc8-91cf-c543aa07c233,CityHotel,22,Deluxe,14,3,Corporate,439.44,6152.16,0,0,0,0,0,0,0,0,1,0,6152.16
d4a0ddf8-eb88-4e9b-9635-c45cafa7b24c,CityHotel,220,Deluxe,2,5,Agent,546.2,1092.4,1,0,75,819.3,124.14,1,658.27,1,0,0,36.89
45004b6f-c985-4cbb-a375-f58bb5f47032,CityHotel,21,Suite,4,5,Direct,591.3,2365.2,1,0,0,0,703.62,1,892.9,0,0,0,0
e9fa275e-274a-4c1d-b886-33daa054e72b,CityHotel,86,Suite,8,1,Direct,124.01,992.08,1,0,0,0,28.64,1,540.19,1,0,1,0
16f2ad0d-dbbc-4519-8506-33e850e622c6,ResortHotel,104,Suite,8,1,Direct,577.27,4618.16,1,0,25,1154.54,1118.94,0,0,0,1,0,35.6
d4255084-5174-4fff-a8da-0894b27ebafd,CityHotel,308,Suite,13,1,Online,404.16,5254.08,0,0,0,0,0,0,0,1,0,0,5254.08
a46343e1-7769-430c-829d-92ea4190e29d,BusinessHotel,256,Executive,11,3,Direct,382.37,4206.07,0,1,0,0,0,0,0,0,1,1,4206.07
14be8207-7bb9-4f95-a777-71bb52f938ff,BusinessHotel,336,Executive,8,2,Direct,597.96,4783.68,1,0,50,2391.84,1075.16,1,2324.01,0,0,0,0
396cb422-4086-4642-8536-48c0a32025e6,BusinessHotel,30,Executive,9,2,Corporate,282.7,2544.3,1,0,100,2544.3,677,0,0,1,1,0,1867.3
33d8eab3-9ed3-4b66-9e70-63dec38734ce,CityHotel,205,Deluxe,13,4,Direct,557.1,7242.3,0,0,0,0,0,0,0,1,0,1,7242.3
33c1d845-6150-411c-85ff-04de9d8af752,BusinessHotel,94,Executive,6,5,Corporate,278.69,1672.14,0,0,0,0,0,0,0,0,1,0,1672.14
33aaf331-3ad6-40a0-a5e5-94f3486291cd,CityHotel,7,Suite,8,3,Agent,231.51,1852.08,0,1,0,0,0,0,0,0,0,1,1852.08
ac4278d9-b16d-4d4e-92b2-2c12d5c5e108,BusinessHotel,159,Deluxe,6,2,Agent,122.86,737.16,1,0,0,0,131.56,0,0,0,0,1,0
616dd7ce-94f9-4ff2-9e90-225ef6c439a4,ResortHotel,273,Deluxe,2,3,Online,480.43,960.86,0,0,0,0,0,0,0,0,1,1,960.86
a77eb0b9-13d3-41c5-8d16-5fbcad0632f8,ResortHotel,28,Standard,5,3,Direct,365.54,1827.7,1,0,75,1370.78,402.56,0,0,1,1,1,968.22
095a3a1d-babf-47e3-a6fe-368154a97441,CityHotel,285,Executive,6,5,Corporate,332.01,1992.06,0,0,0,0,0,0,0,0,0,1,1992.06
7a42ad21-89ab-4f89-9043-30f3915682fa,CityHotel,197,Executive,9,5,Online,72.82,655.38,0,0,0,0,0,0,0,1,1,1,655.38
930016ad-1692-4a1b-a653-1d9311929329,ResortHotel,168,Suite,1,3,Corporate,116.37,116.37,0,0,0,0,0,0,0,0,1,0,116.37
0d739a60-e511-49d0-b4a6-3c2805a3ec95,CityHotel,298,Standard,1,3,Corporate,252.16,252.16,0,0,0,0,0,0,0,1,1,1,252.16
c54f9db1-7e13-494f-b651-dff23b7556db,ResortHotel,209,Deluxe,13,2,Corporate,312.68,4064.84,1,0,100,4064.84,417.77,0,0,1,0,0,3647.07
2af23f68-c3e2-4218-9187-a184ed6d09c4,CityHotel,106,Suite,7,1,Online,355.01,2485.07,0,0,0,0,0,0,0,0,1,1,2485.07
45f52cef-bbd2-4670-b442-4bbd5939e51e,BusinessHotel,203,Standard,13,3,Direct,178.62,2322.06,1,0,50,1161.03,319.14,1,2318.43,1,1,1,0
4b9eda63-b5e2-46bf-b3a9-b391bbb0d2ae,ResortHotel,295,Suite,12,3,Corporate,112.91,1354.92,1,0,25,338.73,218.73,1,414.37,0,1,1,0
c8cfdc89-38ad-4eea-889f-d13ba3f3f292,CityHotel,19,Suite,7,3,Online,202.22,1415.54,1,0,25,353.88,417.02,0,0,1,1,0,0
de5e598d-0261-4b03-a6ce-ac60c92a860d,CityHotel,360,Standard,11,5,Agent,199.03,2189.33,0,0,0,0,0,0,0,1,0,0,2189.33
4eff7c6c-a5a1-4e33-a4c4-5ad96718c14c,CityHotel,253,Executive,7,2,Direct,259.14,1813.98,0,0,0,0,0,0,0,0,0,0,1813.98
87833811-4bfc-409a-b8a6-1376552c9465,CityHotel,342,Executive,6,2,Agent,572.24,3433.44,1,0,0,0,734.75,1,3425.28,0,0,1,0
90c1883f-819a-4a72-b01f-29fe60677d9a,ResortHotel,41,Executive,9,1,Direct,264,2376,1,0,100,2376,547.94,0,0,1,1,1,1828.06
21022685-a037-4af7-94ce-b0a334f958f8,CityHotel,311,Standard,1,2,Direct,217.24,217.24,0,0,0,0,0,0,0,0,1,0,217.24
